idade,pontuação,anos escolares,ganho de capital,perda de capital,horas semanais,renda,classe
53,156877,9,15024,0,35, >50K,0
61,124648,6,0,0,40, <=50K,1
22,162343,10,0,0,20, <=50K,1
32,190784,10,0,0,40, <=50K,1
40,204116,13,2174,0,40, <=50K,1
26,245465,12,0,0,30, <=50K,1
19,291509,8,0,0,28, <=50K,1
18,300379,8,0,0,12, <=50K,1
50,144361,9,0,0,40, <=50K,1
63,151210,4,0,0,40, <=50K,1
50,163998,13,0,0,44, >50K,0
25,122175,9,0,0,40, <=50K,1
34,175856,10,0,0,40, <=50K,1
56,95763,9,0,0,55, <=50K,1
35,86648,14,0,1977,45, >50K,0
43,301638,8,0,1579,40, <=50K,1
26,159732,10,0,0,60, <=50K,1
23,238087,10,0,0,30, <=50K,1
36,88967,7,0,0,65, <=50K,1
33,113326,10,0,0,50, <=50K,1
27,225291,10,0,0,40, <=50K,1
28,167987,9,0,0,40, <=50K,1
68,236943,5,0,0,20, <=50K,1
48,200471,13,0,0,40, >50K,0
27,203776,9,0,0,50, <=50K,1
23,237432,13,0,0,40, <=50K,1
24,306460,9,0,0,40, <=50K,1
23,311376,11,0,0,40, <=50K,1
44,99651,14,5178,0,40, >50K,0
75,36325,9,0,0,30, <=50K,1
53,335481,9,0,0,32, <=50K,1
17,237078,7,0,0,35, <=50K,1
34,215382,14,4787,0,40, >50K,0
25,185952,14,0,0,30, <=50K,1
27,246372,9,0,0,40, <=50K,1
43,125461,13,0,0,65, >50K,0
27,198188,9,2580,0,45, <=50K,1
35,317780,10,0,0,40, <=50K,1
53,104879,9,0,0,40, >50K,0
37,348960,13,0,0,36, >50K,0
51,96586,10,0,0,40, >50K,0
26,167350,8,0,0,40, <=50K,1
28,83879,9,0,0,40, <=50K,1
21,166704,10,0,0,14, <=50K,1
24,291979,9,0,0,40, <=50K,1
29,301582,10,0,0,40, <=50K,1
30,148524,9,0,2057,40, <=50K,1
39,186191,14,0,1848,50, >50K,0
41,134130,13,0,0,50, >50K,0
44,171722,9,0,0,39, <=50K,1
29,190539,13,6849,0,48, <=50K,1
46,14878,15,0,0,40, >50K,0
18,134935,8,0,0,40, <=50K,1
34,198664,13,15024,0,70, >50K,0
26,167261,13,0,0,40, <=50K,1
34,198613,9,0,2002,40, <=50K,1
21,153718,10,0,0,25, <=50K,1
60,89884,9,0,0,50, <=50K,1
52,75839,10,0,0,40, <=50K,1
52,128871,4,0,0,64, <=50K,1
43,114537,13,0,0,40, <=50K,1
74,43599,9,0,0,20, <=50K,1
76,127016,4,0,0,40, <=50K,1
36,320811,10,0,0,40, >50K,0
73,29306,9,0,0,40, <=50K,1
62,144583,9,0,0,40, <=50K,1
62,140851,9,0,0,40, >50K,0
51,174824,9,8614,0,40, >50K,0
22,50136,3,0,0,40, <=50K,1
18,387568,6,0,0,10, <=50K,1
29,95423,9,0,0,80, <=50K,1
37,329980,10,0,0,40, <=50K,1
20,119156,9,0,0,20, <=50K,1
45,161954,13,0,0,40, <=50K,1
38,172571,13,0,1848,54, >50K,0
37,186934,10,0,0,40, <=50K,1
61,315977,9,0,0,40, <=50K,1
47,175958,15,0,0,45, >50K,0
36,89508,10,0,0,50, <=50K,1
35,379959,9,0,0,40, <=50K,1
22,433669,12,0,0,36, <=50K,1
60,145493,10,0,0,40, <=50K,1
31,297188,14,0,0,60, <=50K,1
46,102569,14,15024,0,65, >50K,0
52,41496,10,0,0,45, <=50K,1
47,102771,9,0,0,50, <=50K,1
39,342448,13,0,0,45, <=50K,1
55,176904,6,0,0,50, <=50K,1
24,214542,10,0,0,60, <=50K,1
45,317360,13,0,0,50, <=50K,1
38,214008,9,0,0,50, >50K,0
41,233130,9,0,0,45, <=50K,1
31,345122,15,14084,0,50, >50K,0
25,197871,10,0,0,44, >50K,0
41,237452,13,0,0,15, >50K,0
63,37792,6,0,0,31, <=50K,1
27,189777,9,0,0,40, <=50K,1
24,113515,9,0,0,40, <=50K,1
50,257933,10,0,0,40, <=50K,1
22,216867,4,0,0,40, <=50K,1
34,199227,10,0,0,55, <=50K,1
66,166461,7,0,0,26, <=50K,1
50,217577,9,0,0,40, <=50K,1
31,193231,13,3325,0,60, <=50K,1
29,56630,11,0,0,40, <=50K,1
32,115989,7,0,0,60, <=50K,1
59,307423,5,0,0,50, <=50K,1
27,156266,9,0,0,20, <=50K,1
31,207301,9,0,0,40, >50K,0
25,178025,14,0,0,40, <=50K,1
25,154941,13,0,0,40, >50K,0
31,332379,9,0,0,40, <=50K,1
63,111963,10,0,0,16, <=50K,1
35,30916,9,0,0,50, >50K,0
45,117310,13,0,0,46, <=50K,1
28,354095,10,0,0,40, <=50K,1
39,322143,8,15024,0,70, >50K,0
34,118551,13,0,0,35, <=50K,1
51,204322,9,0,0,50, <=50K,1
53,311020,6,0,0,60, <=50K,1
20,309580,9,0,0,40, <=50K,1
33,182771,13,0,0,80, <=50K,1
37,118486,13,4934,0,32, >50K,0
30,165686,13,0,0,40, <=50K,1
22,122272,13,0,0,35, <=50K,1
25,258276,10,0,0,40, <=50K,1
20,230113,10,0,0,50, <=50K,1
57,314153,13,0,1887,55, >50K,0
34,110978,15,0,0,40, <=50K,1
18,60981,10,2176,0,35, <=50K,1
39,543042,9,5178,0,50, >50K,0
40,403550,10,0,0,50, <=50K,1
20,192711,10,0,0,40, <=50K,1
19,206599,10,0,0,22, <=50K,1
24,157894,10,0,0,40, <=50K,1
17,95799,7,0,0,18, <=50K,1
44,192976,9,0,0,40, <=50K,1
72,121004,9,0,0,55, <=50K,1
32,203849,4,0,0,19, <=50K,1
20,107658,10,0,0,10, <=50K,1
21,99199,9,0,0,40, <=50K,1
21,175374,9,0,0,40, <=50K,1
34,204991,10,0,0,44, <=50K,1
39,137522,9,0,0,40, >50K,0
34,203408,13,7688,0,50, >50K,0
48,248059,13,5013,0,45, <=50K,1
21,41356,10,0,0,35, <=50K,1
62,170984,10,0,0,45, <=50K,1
26,51961,13,0,0,20, <=50K,1
64,195366,13,0,0,40, <=50K,1
21,143062,9,0,0,40, <=50K,1
41,32121,9,0,0,40, >50K,0
33,177675,13,0,0,50, >50K,0
73,132737,6,0,0,4, <=50K,1
49,329144,10,0,0,44, >50K,0
39,252327,4,0,0,40, <=50K,1
48,47022,9,0,0,48, <=50K,1
26,253899,13,0,0,40, <=50K,1
33,187560,11,0,0,36, <=50K,1
48,101233,11,0,0,15, <=50K,1
53,173093,10,0,1887,40, >50K,0
49,225454,12,0,0,45, >50K,0
32,97614,10,0,0,40, <=50K,1
42,296798,7,0,1340,40, <=50K,1
46,129007,13,0,1977,40, >50K,0
42,143342,10,0,0,40, <=50K,1
32,210562,11,0,0,46, <=50K,1
38,156728,13,0,0,56, <=50K,1
62,71751,10,0,1977,98, >50K,0
38,172538,13,0,1977,40, >50K,0
41,220694,13,0,0,37, <=50K,1
30,38848,9,0,0,40, <=50K,1
21,50341,10,0,0,38, <=50K,1
42,183765,12,0,0,40, <=50K,1
34,61272,13,0,0,40, <=50K,1
23,278254,9,0,0,45, <=50K,1
50,172511,10,0,0,40, >50K,0
31,117963,9,0,0,60, <=50K,1
48,397466,10,0,0,60, <=50K,1
40,115932,13,0,0,60, >50K,0
52,169549,10,0,0,40, <=50K,1
43,118001,4,0,0,40, <=50K,1
49,247378,10,0,0,20, <=50K,1
41,174201,9,0,0,40, <=50K,1
53,201127,14,0,0,48, >50K,0
42,190786,11,0,0,40, <=50K,1
37,170718,9,0,0,40, <=50K,1
30,102130,10,0,0,40, <=50K,1
38,165472,13,0,0,40, >50K,0
28,198393,9,0,0,40, <=50K,1
55,132887,9,3411,0,40, <=50K,1
23,204209,10,0,0,10, <=50K,1
25,86872,13,0,0,55, >50K,0
43,203637,13,7298,0,40, >50K,0
43,105188,9,0,0,40, <=50K,1
23,140462,9,0,0,40, <=50K,1
18,110230,6,0,0,11, <=50K,1
66,212456,9,0,0,20, <=50K,1
44,37618,9,0,0,40, >50K,0
24,140001,13,0,0,40, <=50K,1
41,113597,10,0,0,16, <=50K,1
27,150025,3,0,0,40, <=50K,1
22,31387,13,2885,0,25, <=50K,1
36,168276,6,0,0,40, <=50K,1
40,107433,13,0,1977,50, >50K,0
47,228660,10,0,1977,40, >50K,0
35,287701,12,0,0,45, >50K,0
54,147239,16,0,0,60, >50K,0
42,285066,13,0,0,45, >50K,0
40,79531,13,0,0,75, >50K,0
19,223648,7,0,0,20, <=50K,1
25,368115,13,13550,0,35, >50K,0
32,127651,13,0,0,40, >50K,0
44,152629,13,3103,0,40, >50K,0
29,173851,9,0,0,40, <=50K,1
23,250743,10,0,0,40, <=50K,1
28,270973,12,0,0,40, <=50K,1
52,181677,6,0,0,30, >50K,0
29,123677,9,0,0,40, <=50K,1
48,350440,10,0,0,40, >50K,0
18,184016,9,3103,0,40, <=50K,1
53,233722,12,0,0,40, <=50K,1
38,461337,9,0,0,33, <=50K,1
37,121772,9,0,0,40, <=50K,1
22,246386,9,0,0,40, <=50K,1
39,58343,10,0,0,40, >50K,0
43,299197,10,0,0,40, <=50K,1
32,113364,13,0,0,40, >50K,0
18,30246,10,0,0,20, <=50K,1
25,76978,9,0,0,35, <=50K,1
42,83411,9,0,0,40, >50K,0
24,282202,9,0,0,40, <=50K,1
26,177482,12,0,0,45, >50K,0
46,268281,13,0,0,40, <=50K,1
24,127647,10,0,0,35, <=50K,1
51,124963,15,0,0,80, >50K,0
51,300816,13,0,0,20, <=50K,1
27,255237,13,0,0,40, <=50K,1
29,210869,10,0,0,80, <=50K,1
22,50163,5,0,0,40, <=50K,1
34,320194,15,0,0,48, >50K,0
35,26999,13,0,0,42, <=50K,1
46,131091,13,0,1902,40, >50K,0
42,308279,13,0,0,21, <=50K,1
51,210940,9,0,2002,45, <=50K,1
62,245491,13,99999,0,40, >50K,0
31,117816,4,0,0,70, <=50K,1
35,140564,13,0,0,40, >50K,0
43,213844,9,0,0,42, >50K,0
22,182387,10,0,0,12, <=50K,1
54,28518,9,0,0,50, >50K,0
54,101017,4,0,0,40, <=50K,1
61,186451,15,0,1902,40, >50K,0
19,560804,10,0,0,30, <=50K,1
28,304960,12,0,1980,40, <=50K,1
23,200207,9,0,0,44, <=50K,1
32,377836,11,0,0,40, <=50K,1
45,285335,4,0,0,10, <=50K,1
40,182217,10,0,0,40, <=50K,1
49,57665,13,0,0,40, <=50K,1
26,280093,10,0,0,40, <=50K,1
46,267952,11,0,0,36, <=50K,1
47,147236,9,0,0,40, >50K,0
39,99452,13,0,0,50, >50K,0
46,179048,9,0,0,35, <=50K,1
40,42703,11,0,0,40, <=50K,1
24,420779,9,0,0,35, <=50K,1
46,192779,13,0,0,45, >50K,0
23,146499,9,0,0,48, <=50K,1
19,292590,9,0,0,25, <=50K,1
30,54684,15,0,0,55, <=50K,1
31,25216,13,0,0,40, <=50K,1
29,280344,10,0,0,40, <=50K,1
33,110978,10,0,0,40, <=50K,1
32,127895,10,0,0,40, <=50K,1
40,241895,9,0,0,40, <=50K,1
23,413345,13,0,0,60, <=50K,1
47,154033,10,0,1876,40, <=50K,1
35,169426,12,0,0,40, <=50K,1
68,123653,3,0,0,12, <=50K,1
20,234474,10,0,0,20, <=50K,1
33,198727,9,0,0,40, <=50K,1
32,198068,7,0,0,40, <=50K,1
31,286675,9,0,0,50, <=50K,1
36,133974,11,0,0,40, <=50K,1
39,146091,13,0,0,20, >50K,0
47,99127,11,0,0,40, >50K,0
58,183810,10,0,0,40, <=50K,1
18,182042,7,0,0,19, <=50K,1
31,198613,9,0,0,35, <=50K,1
19,62534,13,0,0,40, <=50K,1
80,281768,12,0,0,4, <=50K,1
33,309350,9,0,0,40, <=50K,1
46,143189,3,0,0,40, <=50K,1
42,115932,13,0,0,40, <=50K,1
37,236990,10,3464,0,40, <=50K,1
53,283320,13,0,0,40, <=50K,1
36,143774,10,0,0,12, >50K,0
25,53903,10,0,0,40, <=50K,1
47,193047,16,99999,0,50, >50K,0
18,265099,7,0,0,16, <=50K,1
34,42596,10,0,0,45, <=50K,1
25,148888,9,0,0,60, >50K,0
29,250967,11,0,1887,48, >50K,0
53,271544,9,0,1977,40, >50K,0
19,445728,9,0,0,40, <=50K,1
40,243636,13,0,0,50, >50K,0
39,188503,13,0,0,60, >50K,0
54,210736,9,0,0,40, >50K,0
42,132222,13,0,0,60, <=50K,1
62,54878,9,0,0,25, <=50K,1
30,155659,9,0,0,36, <=50K,1
25,137645,13,0,0,40, <=50K,1
58,147653,6,0,1977,35, >50K,0
36,383518,10,99999,0,40, >50K,0
44,151089,9,0,0,40, <=50K,1
42,64632,9,0,0,50, <=50K,1
23,50953,10,0,0,40, <=50K,1
23,22966,13,0,0,35, <=50K,1
47,206947,12,0,0,67, <=50K,1
28,156257,10,0,0,60, >50K,0
47,191957,13,0,0,40, >50K,0
20,312017,10,0,0,40, <=50K,1
53,134854,11,0,0,40, >50K,0
24,248533,10,0,0,40, <=50K,1
43,75742,10,0,0,45, <=50K,1
49,102771,13,0,0,52, >50K,0
21,275395,10,0,0,40, <=50K,1
41,144594,4,0,2179,40, <=50K,1
29,190539,13,0,1590,50, <=50K,1
81,89015,9,0,0,18, <=50K,1
41,355918,9,0,0,40, >50K,0
46,90758,14,0,0,35, >50K,0
61,162432,10,0,0,40, <=50K,1
39,114055,13,0,0,40, <=50K,1
39,342642,9,0,0,60, <=50K,1
63,188976,13,0,0,40, <=50K,1
28,184078,9,0,0,40, <=50K,1
29,153416,13,0,0,55, <=50K,1
41,173051,10,0,0,45, <=50K,1
28,173611,9,0,0,40, <=50K,1
47,168211,9,0,0,44, <=50K,1
32,171111,13,0,0,37, <=50K,1
18,57108,7,0,0,16, <=50K,1
19,270551,9,0,0,20, <=50K,1
51,167793,13,15024,0,40, >50K,0
34,203488,9,0,0,60, <=50K,1
63,187919,7,0,0,30, <=50K,1
35,338320,9,0,0,50, >50K,0
29,198997,9,0,0,20, <=50K,1
18,153405,7,0,0,25, <=50K,1
25,169905,10,0,0,40, <=50K,1
58,110517,16,4064,0,40, <=50K,1
28,445824,14,0,0,50, >50K,0
44,141858,15,15024,0,75, >50K,0
30,341187,4,0,0,35, <=50K,1
34,69251,9,0,0,40, >50K,0
32,281384,9,0,0,10, <=50K,1
25,237865,10,0,0,40, <=50K,1
43,339814,10,5178,0,40, >50K,0
60,184183,9,4650,0,40, <=50K,1
46,164379,13,0,0,35, >50K,0
52,117700,9,0,0,40, <=50K,1
24,186452,9,0,0,50, <=50K,1
38,257250,9,0,0,52, <=50K,1
25,177147,10,0,0,40, <=50K,1
31,69056,9,0,0,15, <=50K,1
52,279129,10,0,0,37, >50K,0
49,304246,14,0,0,70, <=50K,1
61,72442,7,0,0,40, >50K,0
23,164231,7,0,0,35, <=50K,1
33,376483,13,0,0,30, <=50K,1
34,353213,12,0,0,60, <=50K,1
22,185279,9,0,0,16, <=50K,1
23,149396,9,0,0,40, <=50K,1
23,177526,13,0,0,40, <=50K,1
19,218956,9,0,0,40, <=50K,1
51,245873,10,0,0,40, <=50K,1
19,113546,7,0,0,56, <=50K,1
35,340260,9,0,0,48, <=50K,1
18,29582,7,0,0,40, <=50K,1
40,374137,9,0,0,40, <=50K,1
47,139268,15,0,1977,60, >50K,0
30,177304,9,0,0,40, >50K,0
38,146398,9,0,0,24, <=50K,1
19,356272,10,0,0,25, <=50K,1
34,554206,9,0,0,20, <=50K,1
27,113545,13,0,0,40, <=50K,1
35,233533,13,0,0,65, <=50K,1
55,116878,16,15024,0,30, >50K,0
31,196788,9,0,0,40, <=50K,1
63,179400,9,2290,0,20, <=50K,1
34,139890,10,0,0,40, <=50K,1
40,259307,14,0,0,50, >50K,0
49,155372,14,0,0,40, <=50K,1
42,120277,14,0,0,40, >50K,0
63,205246,9,0,0,40, <=50K,1
63,217994,10,0,0,40, <=50K,1
48,238726,9,0,0,40, <=50K,1
32,130057,13,0,0,45, >50K,0
24,116934,10,0,0,45, <=50K,1
28,220754,9,0,0,25, <=50K,1
43,173321,9,0,0,40, <=50K,1
40,125776,11,0,0,40, >50K,0
68,156000,6,0,0,20, <=50K,1
58,183893,10,0,0,40, <=50K,1
35,114366,13,0,0,40, <=50K,1
19,211355,9,0,0,12, <=50K,1
58,198478,4,0,0,24, <=50K,1
42,201908,15,99999,0,50, >50K,0
23,87867,9,0,0,35, <=50K,1
31,350651,8,0,0,40, >50K,0
45,140664,12,0,0,55, <=50K,1
21,203914,10,0,0,10, <=50K,1
32,176253,10,0,0,40, <=50K,1
67,103315,14,15831,0,72, >50K,0
29,145592,9,0,0,40, <=50K,1
32,96016,13,0,0,45, <=50K,1
41,107306,9,2174,0,40, <=50K,1
32,216908,9,0,0,24, <=50K,1
60,101096,16,0,0,65, >50K,0
26,174921,13,0,0,40, <=50K,1
50,124076,13,0,0,40, >50K,0
50,145333,16,10520,0,50, >50K,0
50,166565,9,0,0,50, <=50K,1
35,361888,12,0,0,40, >50K,0
25,427744,6,0,0,40, <=50K,1
62,115023,10,0,0,40, <=50K,1
41,53956,13,0,1980,56, <=50K,1
27,115705,10,0,0,50, <=50K,1
28,69621,12,0,0,60, <=50K,1
33,99761,13,0,0,15, <=50K,1
31,204752,8,0,0,32, <=50K,1
34,303187,13,0,0,40, >50K,0
38,91039,13,15024,0,60, >50K,0
40,174373,13,0,0,50, >50K,0
51,53197,10,0,0,40, >50K,0
22,309348,10,0,0,15, <=50K,1
40,280433,13,0,0,50, <=50K,1
28,253814,9,0,0,35, <=50K,1
47,61885,13,0,0,40, >50K,0
59,31840,9,0,0,40, >50K,0
48,247895,13,0,0,40, >50K,0
44,75065,8,0,0,60, <=50K,1
22,63105,9,0,0,40, <=50K,1
53,290640,9,0,0,50, >50K,0
32,188245,7,0,0,40, <=50K,1
24,172152,13,0,0,25, <=50K,1
34,230246,5,0,0,40, <=50K,1
17,174298,7,0,0,20, <=50K,1
35,128876,10,0,0,40, <=50K,1
41,518030,13,0,1590,40, <=50K,1
51,673764,11,0,0,50, >50K,0
50,169925,9,0,0,15, <=50K,1
38,196123,9,0,0,50, <=50K,1
21,131811,9,0,0,40, <=50K,1
39,42186,9,3464,0,20, <=50K,1
52,237868,10,0,0,5, <=50K,1
31,113364,9,0,0,60, <=50K,1
43,183273,14,15024,0,32, >50K,0
40,218903,9,0,0,40, <=50K,1
41,495061,16,99999,0,70, >50K,0
38,261241,10,0,0,45, >50K,0
28,181659,9,0,0,40, <=50K,1
33,217460,9,0,0,60, >50K,0
58,137506,9,0,0,40, <=50K,1
66,54826,11,0,0,20, <=50K,1
44,173590,13,0,0,3, <=50K,1
49,116143,9,0,0,40, <=50K,1
30,79303,11,0,0,60, <=50K,1
46,219967,13,0,0,40, >50K,0
29,114158,13,3325,0,10, <=50K,1
23,208598,10,0,0,45, <=50K,1
38,282461,4,0,0,35, >50K,0
21,57298,10,0,0,15, <=50K,1
50,185407,11,0,0,38, >50K,0
38,365465,11,0,0,15, <=50K,1
45,285575,9,0,0,40, <=50K,1
65,178934,9,0,0,20, <=50K,1
58,141807,3,0,0,40, <=50K,1
28,189346,9,0,0,48, <=50K,1
26,210812,10,0,0,43, <=50K,1
40,183765,9,0,0,40, <=50K,1
26,262617,9,2597,0,40, <=50K,1
21,187513,11,0,0,40, <=50K,1
26,106812,11,0,0,38, <=50K,1
38,184456,9,3464,0,80, <=50K,1
26,124068,10,0,0,20, <=50K,1
30,109282,10,0,0,20, <=50K,1
57,365683,9,0,0,40, >50K,0
42,177937,13,0,0,50, <=50K,1
54,163557,9,0,0,30, <=50K,1
55,101468,9,3103,0,40, >50K,0
38,143538,9,0,0,40, <=50K,1
33,288825,9,0,2258,84, <=50K,1
54,108960,7,0,0,40, <=50K,1
27,110931,9,0,0,40, <=50K,1
34,209213,9,0,0,40, <=50K,1
25,179953,14,2597,0,31, <=50K,1
28,169069,9,0,0,40, <=50K,1
59,159008,10,0,0,56, <=50K,1
33,222162,9,0,0,40, <=50K,1
31,219318,9,0,0,35, <=50K,1
22,89991,10,0,0,11, <=50K,1
53,161691,9,0,0,35, <=50K,1
28,120475,9,0,0,20, <=50K,1
59,170988,9,0,0,55, <=50K,1
58,106942,10,0,0,40, <=50K,1
34,202450,9,0,0,55, >50K,0
52,124793,8,0,0,40, <=50K,1
30,73514,13,0,0,45, <=50K,1
46,364913,7,0,0,40, <=50K,1
33,100135,9,0,1740,25, <=50K,1
25,288185,5,0,0,40, <=50K,1
43,118308,13,0,1977,50, >50K,0
59,370615,9,0,0,60, <=50K,1
33,191385,13,0,0,40, <=50K,1
40,226608,10,0,0,30, >50K,0
18,192409,10,0,0,20, <=50K,1
20,43587,9,0,0,35, <=50K,1
52,74024,14,0,0,45, >50K,0
34,120672,4,0,0,10, <=50K,1
27,172091,9,0,0,40, <=50K,1
52,276515,13,0,0,40, <=50K,1
46,185041,9,0,0,75, >50K,0
47,249935,7,0,0,8, <=50K,1
40,162098,9,0,0,30, <=50K,1
34,366198,16,0,0,45, >50K,0
52,312477,9,0,0,40, <=50K,1
47,181130,15,99999,0,50, >50K,0
35,267891,9,0,0,38, <=50K,1
40,26598,13,0,0,40, <=50K,1
43,218309,13,0,0,50, <=50K,1
41,113324,9,0,0,40, <=50K,1
40,456110,7,0,0,52, <=50K,1
22,236684,11,0,0,36, <=50K,1
44,320984,10,5178,0,60, >50K,0
30,426017,7,0,0,19, <=50K,1
49,328776,9,0,0,40, <=50K,1
22,459463,8,0,0,50, <=50K,1
21,353628,6,0,0,38, <=50K,1
41,225892,10,0,0,48, >50K,0
73,181902,14,0,0,10, >50K,0
23,287681,9,0,0,40, <=50K,1
42,306982,13,0,0,40, >50K,0
52,278522,10,0,0,40, <=50K,1
60,113658,10,0,0,35, <=50K,1
41,83411,9,0,0,40, <=50K,1
49,183710,16,0,0,50, >50K,0
44,147110,10,14344,0,40, >50K,0
25,117833,10,0,0,19, <=50K,1
37,241998,13,0,0,5, >50K,0
34,24961,9,0,0,80, <=50K,1
20,653574,10,0,0,33, <=50K,1
39,306646,10,3103,0,50, >50K,0
24,23438,11,0,0,30, >50K,0
60,184242,9,0,0,20, <=50K,1
52,317733,13,7688,0,40, >50K,0
24,215712,10,0,0,35, <=50K,1
32,53042,9,0,0,40, <=50K,1
22,208946,10,0,0,25, <=50K,1
30,236993,10,0,0,30, <=50K,1
18,205004,10,0,0,26, <=50K,1
25,421467,12,0,0,26, <=50K,1
27,150958,3,0,0,48, <=50K,1
43,77370,9,0,0,40, <=50K,1
33,80145,9,0,0,60, <=50K,1
37,95855,7,0,0,40, <=50K,1
28,186792,13,0,0,40, <=50K,1
28,33895,13,0,0,45, <=50K,1
20,215247,10,0,0,20, <=50K,1
21,250051,10,0,0,10, <=50K,1
47,186534,9,0,0,55, >50K,0
29,220419,13,0,0,56, <=50K,1
22,311764,7,0,0,35, <=50K,1
31,43953,13,0,0,35, <=50K,1
42,221172,13,0,0,40, >50K,0
24,222005,9,0,0,30, <=50K,1
22,61850,9,0,0,40, <=50K,1
59,135617,7,0,0,40, <=50K,1
37,178948,13,0,0,45, <=50K,1
18,189041,9,0,0,40, <=50K,1
36,36423,9,0,0,25, >50K,0
28,133043,9,0,0,50, <=50K,1
65,179985,9,0,0,40, <=50K,1
25,132683,9,0,0,50, <=50K,1
43,184321,6,0,1887,40, >50K,0
63,101996,14,0,0,40, >50K,0
38,156728,13,0,0,40, >50K,0
37,290609,9,0,0,40, <=50K,1
22,225156,9,0,0,40, <=50K,1
43,165309,9,0,0,40, <=50K,1
27,176683,11,0,0,60, <=50K,1
49,197371,11,0,0,40, >50K,0
33,242150,11,0,0,50, <=50K,1
39,164712,10,0,0,40, <=50K,1
54,175912,9,914,0,40, <=50K,1
58,235624,11,0,0,40, >50K,0
46,256909,9,3325,0,45, <=50K,1
29,39484,13,7298,0,42, >50K,0
23,137214,9,0,0,37, <=50K,1
35,112271,13,0,0,50, >50K,0
56,249368,9,0,0,70, <=50K,1
32,98656,14,0,0,40, <=50K,1
47,122026,11,0,0,50, <=50K,1
52,254285,16,0,1887,70, >50K,0
53,107123,9,0,0,40, <=50K,1
28,160981,10,0,0,52, <=50K,1
37,31023,9,0,0,45, <=50K,1
71,176986,9,0,0,24, <=50K,1
25,190916,9,0,0,40, <=50K,1
27,247507,13,0,0,35, <=50K,1
28,189765,10,0,0,50, <=50K,1
20,266467,9,0,0,40, <=50K,1
35,272019,7,0,2057,40, <=50K,1
57,124852,10,0,0,40, <=50K,1
46,91608,13,0,0,40, >50K,0
38,409200,10,0,0,40, >50K,0
38,129573,9,0,0,41, <=50K,1
22,243842,5,0,0,40, <=50K,1
23,259301,9,0,0,40, <=50K,1
26,169101,10,0,0,40, <=50K,1
28,169631,12,0,0,3, <=50K,1
18,280603,7,0,0,30, <=50K,1
37,269300,10,0,0,27, <=50K,1
19,279968,9,0,0,42, <=50K,1
41,172307,5,0,0,40, <=50K,1
24,110371,8,0,0,40, <=50K,1
31,175856,9,0,0,60, <=50K,1
39,91996,9,0,0,40, <=50K,1
50,133963,9,0,0,35, <=50K,1
27,122660,13,0,0,40, <=50K,1
29,278637,13,3103,0,45, >50K,0
30,20098,11,0,0,40, <=50K,1
25,63062,10,0,0,60, <=50K,1
40,173858,4,0,0,42, <=50K,1
51,24790,10,0,0,99, >50K,0
49,129513,9,0,0,50, >50K,0
28,119545,10,7688,0,50, >50K,0
21,176178,10,0,0,16, <=50K,1
19,150553,10,0,0,18, <=50K,1
31,156743,14,0,0,76, >50K,0
36,191161,9,0,0,50, <=50K,1
29,236436,9,0,0,40, <=50K,1
26,192262,13,0,0,45, <=50K,1
39,365739,9,0,0,40, >50K,0
23,103632,9,0,0,40, <=50K,1
41,112283,9,0,0,60, >50K,0
66,126511,10,0,0,45, <=50K,1
30,290677,14,0,0,20, <=50K,1
50,98215,9,0,0,40, <=50K,1
20,130840,9,0,0,20, <=50K,1
50,174964,6,0,0,99, <=50K,1
25,309098,11,0,0,40, <=50K,1
31,188961,12,0,0,40, <=50K,1
36,269722,13,0,0,55, >50K,0
40,370502,10,0,0,40, <=50K,1
30,284395,9,0,0,50, <=50K,1
31,176998,10,0,0,35, >50K,0
30,41493,10,0,0,35, <=50K,1
26,366662,9,0,0,50, <=50K,1
26,337940,3,0,0,40, <=50K,1
18,189924,9,0,0,24, <=50K,1
21,96483,10,0,0,12, <=50K,1
28,173673,3,0,0,40, <=50K,1
56,229335,9,0,0,40, <=50K,1
29,131088,9,0,0,25, <=50K,1
59,53481,10,0,0,50, <=50K,1
29,238680,10,0,0,55, <=50K,1
25,306513,10,0,0,45, <=50K,1
17,132636,7,0,0,15, <=50K,1
38,151322,9,0,0,40, <=50K,1
48,249935,9,0,0,44, <=50K,1
48,99096,10,0,1590,38, <=50K,1
41,192712,9,0,0,40, <=50K,1
25,193787,10,0,0,40, <=50K,1
20,38455,6,0,0,40, <=50K,1
47,149700,14,15024,0,35, >50K,0
51,95435,9,0,0,60, >50K,0
54,146834,6,0,0,60, <=50K,1
27,123773,12,0,0,40, <=50K,1
38,112158,9,0,0,99, <=50K,1
36,168223,13,0,0,40, <=50K,1
35,454915,5,0,0,40, <=50K,1
59,120617,9,0,0,40, <=50K,1
34,167474,9,0,0,40, <=50K,1
44,277783,14,0,0,99, <=50K,1
37,291518,13,15024,0,55, >50K,0
29,181282,13,0,0,50, <=50K,1
35,194809,7,0,0,40, <=50K,1
63,122442,10,0,0,48, <=50K,1
44,174147,10,0,0,40, <=50K,1
55,100054,6,0,0,40, <=50K,1
66,157942,9,0,0,40, <=50K,1
33,268147,5,0,0,40, <=50K,1
21,108670,9,0,0,40, <=50K,1
34,379412,9,0,0,50, <=50K,1
49,125892,14,0,0,50, >50K,0
42,263608,10,0,0,40, <=50K,1
33,289886,9,0,0,40, <=50K,1
59,117299,9,0,1887,40, >50K,0
27,47907,13,0,0,48, <=50K,1
